id,name,category,themes,summary,time,address,longitude,latitude,tags,duration,overview,city
1699,38마린리조트,3,['숙박'],양양 바다가 보이는 리조트,,강원특별자치도 양양군 현북면 기사문리 138-15,128.729932,38.006633,[1],1,,양양군
1701,안개꽃필무렵 펜션,3,['숙박'],,,강원특별자치도 평창군 봉평면 진조리 167-9,128.326501,37.564166,[1],1,,평창군
1702,쪽빛하늘 펜션캠핑장,3,['숙박'],  쾌적한 캠핑과 펜션의 편안함까지 즐길 수 있는 펜션,,강원특별자치도 평창군 봉평면 원길리 1066-5,128.351659,37.623562,[1],1,,평창군
1704,안단테 북펜션,3,['숙박'],"  느리게 흘러가는 공간, 안단테 북펜션",,강원특별자치도 평창군 방림면 운교리 1456-2,128.266888,37.430365,[1],1,,평창군
1705,비블로스펜션,3,['숙박'],  자연과 하나가 되는 공간,,강원특별자치도 평창군 봉평면 흥정리 253-7,128.349092,37.632426,[1],1,,평창군
1708,스카이베이호텔 경포,3,['숙박'],  객실에서 경포호와 동해가 보이는 전망 좋은 호텔,매일 15:00 ~ 23:00,강원특별자치도 강릉시 강문동 258-4,128.907604,37.804268,[1],1,,강릉시
1709,양양비치콘도,3,['숙박'],  양양 서핑학교 인근 숙박업소,,강원특별자치도 양양군 양양읍 조산리 384-31,128.641232,38.108516,[1],1,,양양군
1710,더화이트호텔,3,['숙박'],  다양한 라이프 스타일을 제공하는 고품격 레저호텔,,강원특별자치도 평창군 봉평면 면온리 922 더화이트호텔,128.333846,37.575983,[1],1,,평창군
1712,리조트 팰리즈 펜션,3,['숙박'],고품격 휴양지,,강원특별자치도 평창군 봉평면 무이리 200-52,128.343422,37.599667,[1],1,,평창군
1714,남이섬 설리조트,3,['숙박'],남이섬 애견동반 가능 리조트,,강원특별자치도 춘천시 남산면 백양리 192-14,127.582295,37.79578,[1],1,,춘천시
1715,아름다운세상,3,['숙박'],             ,,강원특별자치도 평창군 봉평면 원길리 666-5,128.367687,37.624924,[1],1,,평창군
1717,평창힐링스테이,3,['숙박'],             ,,강원특별자치도 평창군 평창읍 종부리 11 평창힐링스테이,128.41209,37.347042,[1],1,,평창군
1718,솔밭개울펜션,3,['숙박'],소나무 아름다운 자연이 살아있는 곳,,강원특별자치도 평창군 대화면 상안미리 817-3,128.400396,37.476186,[1],1,,평창군
1719,별빛나루,3,['숙박'],"강과 계곡, 그리고 산으로 둘러싸인 펜션",,강원특별자치도 춘천시 남산면 방하리 161,127.531455,37.801973,[1],1,,춘천시
1720,숲사이길 펜션,3,['숙박'],             ,영업시간 매일 09:00 ~ 18:00,강원특별자치도 평창군 진부면 간평리 220-1 숲사이길펜션,128.593224,37.686381,[1],1,,평창군
1721,리센 오션파크 호텔,3,['숙박'],속초 조양동 숙박업소,"영업시간 월,화,수,목,금,일 09:00 ~ 18:00",강원특별자치도 속초시 조양동 1464,128.603223,38.18889,[1],1,,속초시
1723,초가집황토펜션,3,['숙박'],산 좋고 물 좋고 공기 맑은 태기산 기슭에 자리한 펜션,,강원특별자치도 평창군 봉평면 면온리 263-9,128.370969,37.562996,[1],1,,평창군
1724,도그밀리펜션,3,['숙박'],반려 가족의 휴식 공간,,강원특별자치도 평창군 방림면 계촌리 2232 도그밀리,128.272913,37.478132,[1],1,,평창군
1728,평창 라마다 호텔&amp;스위트,3,['숙박'],평창의 아름다운 자연 속에서 즐기는 휴식,매일 00:00 ~ 24:00,강원특별자치도 평창군 대관령면 횡계리 245-66,128.718012,37.66,[1],1,,평창군
1730,트레인스테이,3,"['숙박', '이색']",휴식하기 좋은 공간,,강원특별자치도 영월군 산솔면 석항리 213,128.620112,37.197278,[1],1,,영월군
1731,오키드호텔,3,['숙박'],원주 단계동 호텔,매일 00:00 ~ 24:00,강원특별자치도 원주시 단계동 865,127.929004,37.346768,[1],1,,원주시
1732,마메별펜션,3,['숙박'],프라이빗한 공간에서 일상에 지쳤던 심신을 달랠 수 있는 곳,,강원특별자치도 평창군 봉평면 무이리 1091-4 마메별,128.31142,37.588808,[1],1,,평창군
1733,대관령 그린필드 펜션,3,['숙박'],푸른 초원 위의 그림 같이 예쁜 집,,강원특별자치도 평창군 대관령면 차항리 119-22,128.694328,37.709666,[1],1,,평창군
1734,뇌운계곡사람들,3,['숙박'],뇌운계곡을 바로 앞에서 즐길 수 있는 숙소,,강원특별자치도 평창군 평창읍 뇌운리 6-3,128.379162,37.415606,[1],1,,평창군
1736,SKY비발디,3,"['숙박', '휴식', '가족', '힐링']",자연이 아름다운 드라이브코스  강원도홍천 펜션,매일 17:00 ~ 11:00,강원특별자치도 홍천군 서면 굴업리 135 스카이비발디,127.681526,37.609787,[1],1,,홍천군
1737,그라시아펜션,3,['숙박'],삼척시 근덕면 펜션,,강원특별자치도 양구군 양구읍 상리 442-2,127.979394,38.106476,[1],1,,양구군
1739,아침의소리,3,['숙박'],설경을 바라볼 수 있는 아침의 소리,,강원특별자치도 평창군 봉평면 무이리 200-64 아침의소리,128.343971,37.59824,[1],1,,평창군
1740,팜파스리조트,3,['숙박'],속초 고속터미널 근처 리조트,,강원특별자치도 속초시 조양동 1401,128.600902,38.18903,[1],1,,속초시
1741,호텔공지천,3,['숙박'],춘천 의암호 공지천 호텔,,강원특별자치도 춘천시 삼천동 13-1,127.707294,37.872595,[1],1,,춘천시
1742,메이페어데네브,3,['숙박'],푸른 잔디 정원에서 힐링하는 펜션,,강원특별자치도 평창군 봉평면 무이리 1140-8,128.305158,37.590453,[1],1,,평창군
1744,기와집 농박,3,['숙박'],자연과 하나 될 수 있는 펜션,,강원특별자치도 평창군 봉평면 원길리 994-10,128.357925,37.619949,[1],1,,평창군
1745,르네블루바이워커힐,3,"['숙박', '오션뷰']",송지해수욕장 숙박업소,,강원특별자치도 고성군 죽왕면 오호리 산2-22,128.527225,38.332183,[1],1,,고성군
1746,대관령로뎀나무펜션,3,['숙박'],겨울철 레저 활동을 위해 평창을 찾는 이들에게 좋은 곳,,강원특별자치도 평창군 대관령면 용산리 622-22,128.653681,37.630482,[1],1,,평창군
1751,돌배나무세그루,3,['숙박'],몸이 편한 황토로 만든 집에서의 휴식시간,,강원특별자치도 평창군 봉평면 평촌리 619,128.372505,37.601792,[1],1,,평창군
1752,리프레쉬캠핑장,3,['숙박'],자연속에서 몸과 마음을 다시 리프레쉬 할수 있는 곳,,강원특별자치도 평창군 봉평면 흥정리 360-2,128.320028,37.650205,[1],1,,평창군
1753,산들맘2펜션,3,['숙박'],고양이 펜션,,강원특별자치도 평창군 봉평면 유포리 257-32,128.385019,37.535167,[1],1,,평창군
1754,오대산콘도&amp;모텔,3,['숙박'],     ,,강원특별자치도 평창군 진부면 간평리 575-10,128.589288,37.665749,[1],1,,평창군
1758,컨피네스 비치호텔,3,['숙박'],속초해수욕장 호텔,,강원특별자치도 속초시 조양동 1464-5,128.602872,38.189336,[1],1,,속초시
1759,고다리조트,3,['숙박'],철원 수영장 펜션,,강원특별자치도 철원군 갈말읍 상사리 70-1,127.282066,38.199696,[1],1,,철원군
1761,하우스봉봉,3,['숙박'],대관령 뷰가 보이는 사계절 스파 펜션,,강원특별자치도 평창군 대관령면 차항리 119-27,128.694751,37.709587,[1],1,,평창군
1762,봉평별빛펜션,3,['숙박'],최고의 휴식과 즐거움을 느낄 수 있는 곳,,강원특별자치도 평창군 봉평면 무이리 965,128.314501,37.612401,[1],1,,평창군
1764,시골밥상펜션,3,['숙박'],아름다운 경치와 맑은 공기를 즐겨보자,,강원특별자치도 평창군 미탄면 마하리 319,128.540999,37.292439,[1],1,,평창군
1766,하늘닿은펜션,3,['숙박'],"친철한 서비스, 예쁜 외관",,강원특별자치도 평창군 봉평면 무이리 1146-20 하늘닿은펜션,128.3113,37.590399,[1],1,,평창군
1768,해맑은마을,3,['숙박'],"여행이 즐겁고, 쌓여가는 추억이 예쁜 공간",,강원특별자치도 원주시 반곡동,127.992288,37.3288,[1],3,,원주시
1771,레이크오션,3,['숙박'],광포호수 앞 전망좋은 리조트,,강원특별자치도 고성군 토성면 용촌리 591-2,128.568162,38.238873,[1],1,,고성군
1775,산골초가펜션,3,"['자연', '숙박', '휴식', '가족', '친구', '풍경', '힐링']",시골 할머니 집에 온 듯한 정겨운 숙소,,강원특별자치도 영월군 북면 공기리 48-3,128.450945,37.316684,[1],1,,영월군
1776,두산민박,3,['숙박'],야생화 전업농을 같이 하고 있는 펜션,,강원특별자치도 평창군 진부면 하진부리 48-1,128.55919,37.643377,[1],1,,평창군
1779,수가솔방,3,['숙박'],몸과 마음의 치유를 경험하는 공간,,강원특별자치도 평창군 방림면 운교리 558-1,128.314713,37.430833,[1],3,,평창군
1781,으지네민박,3,['숙박'],조용한 작은 계곡 앞 물소리 새소리 들으며 프라이빗하게 쉬기 좋은 숙소,,강원특별자치도 평창군 진부면 두일리 193,128.559784,37.694679,[1],1,,평창군
1783,지오 파인트리,3,['숙박'],양양군 현북면 숙박업소,,강원특별자치도 양양군 현북면 중광정리 121-4,128.710263,38.026687,[1],1,,양양군
1784,백두대간약초나라펜션,3,"['관광지', '숙박', '웰니스']",안전과 치유라는 이름으로 단장된 자연 그대로의 멋을 꿈꾸는 곳,,강원특별자치도 정선군 임계면 도전리 749-3,128.907923,37.502522,[1],1,,정선군
1785,춘천일기스테이,3,['숙박'],         ,,강원특별자치도 춘천시 옥천동 42-10,127.729449,37.882259,[1],1,,춘천시
1789,칸델라통나무펜션,3,['숙박'],도시생활에 지친 현대인들을 위한 휴식처,,강원특별자치도 평창군 봉평면 면온리 697-8,128.354264,37.57532,[1],1,,평창군
1790,평창필그림펜션,3,['숙박'],평창의 흥정계곡 내에 위치한 그림같은 자연 속의 예쁜 펜션,,강원특별자치도 평창군 봉평면 흥정리 361-7,128.32045,37.650574,[1],1,,평창군
1794,은빛여울펜션,3,['숙박'],감성숙소 펜션,,강원특별자치도 평창군 진부면 마평리 133-1,128.558118,37.570442,[1],1,,평창군
1795,숲속하얀뜰펜션,3,['숙박'],평창 봉평 해발 700고지 청정지역에 위치한 펜션,,강원특별자치도 평창군 봉평면 면온리 697-17,128.353483,37.575341,[1],1,,평창군
1798,평창강힐링하우스,3,['숙박'],자연 속 건강한 휴식을 취할 수 있는 곳,,강원특별자치도 평창군 평창읍 응암리 3-1,128.387676,37.32883,[1],1,,평창군
1801,선샤인비치,3,['숙박'],켄싱턴 해수욕장 펜션,매일 00:00 ~ 24:00,강원특별자치도 고성군 토성면 봉포리 40-28,128.569625,38.24451,[1],1,,고성군
1804,우리빌리지펜션,3,['숙박'],건강에 좋은 황토방이 있는 펜션,매일 00:00 ~ 24:00,강원특별자치도 평창군 봉평면 흥정리 336-2,128.330942,37.642856,[1],1,,평창군
1805,산마을풍경,3,['숙박'],심신을 편하게 해주는 흙집,,강원특별자치도 평창군 봉평면 흥정리 83,128.308376,37.660514,[1],1,,평창군
1807,호텔이스트나인,3,['숙박'],강원도 교동 깔끔하고 가성비 좋은 호텔,,강원특별자치도 강릉시 교동 1879-2,128.876563,37.765374,[1],1,,강릉시
1809,눈꽃새,3,['숙박'],유로풍 펜션단지,,강원특별자치도 평창군 봉평면 무이리 200-77,128.343611,37.59816,[1],1,,평창군
1812,뉴욕야시장 파인아트라벨점,3,['숙박'],              동해가 보이는 전망 좋은 호텔,,강원특별자치도 강릉시 견소동 265 지하1층,128.942001,37.775645,[1],3,,강릉시
1813,호텔 더블루테라,3,['숙박'],              속초해수욕장 가까운 호텔,매일 00:00 ~ 24:00,강원특별자치도 속초시 조양동 1493-7 호텔더블루테라,128.601543,38.184925,[1],1,,속초시
1814,계절이지나가는하늘,3,['숙박'],              휴식에 편안함,,강원특별자치도 평창군 용평면 백옥포리 287-1,128.396501,37.577326,[1],1,,평창군
1816,에델바이스,3,['숙박'],              진정한 휴식을 주는 펜션,,강원특별자치도 평창군 대관령면 횡계리 676-8,128.711155,37.664349,[1],1,,평창군
1817,퀸스가든,3,['숙박'],              자연 속에서의 휴식,,강원특별자치도 평창군 대관령면 횡계리 85-6 퀸스가든,128.724455,37.679812,[1],1,,평창군
1819,강애산애펜션,3,['숙박'],,,강원특별자치도 평창군 봉평면 흥정리 250-4,128.348345,37.634417,[1],1,,평창군
1820,작은통나무집노천탕펜션,3,['숙박'],              해발680고지에 자리 잡은 산속에 펜션,,강원특별자치도 평창군 방림면 계촌리 1988,128.2707,37.459768,[1],1,,평창군
1821,키스멧 코티지,3,['숙박'],"유럽 감성의 독채펜션, 발걸음이 닿는 모든 공간이 인생 샷을 찍을수 있는 공간",,강원특별자치도 평창군 용평면 재산리 1564-3,128.413586,37.570986,[1],1,,평창군
1822,12월의왈츠펜션,3,['숙박'],     ,,강원특별자치도 평창군 대관령면 차항리 109-9,128.694524,37.702325,[1],1,,평창군
1823,흥정계곡409,3,['숙박'],한걸음만 내딛으면 언제든 즐거운 물놀이가 가능한 곳,매일 00:00 ~ 24:00,강원특별자치도 평창군 봉평면 흥정리 338,128.330696,37.643567,[1],1,,평창군
1824,삼화사 템플스테이,3,"['관광지', '숙박', '웰니스', '동해']",유서깊은 사찰에서 수행자의 일상생활을 체험,,강원특별자치도 동해시 삼화동 산172,129.01451,37.463571,[1],3,,동해시
1826,월천해수욕장,4,"['자연', '관광지', '휴식', '풍경', '경치', '힐링', '피서', '바다', '여름']",수려하고 아름다운 자연환경을 품은 해변,,강원특별자치도 삼척시 원덕읍 월천리,129.353123,37.161289,"[2, 4, 7, 9, 14, 18]",3,,삼척시
1827,하조대전망대,4,['관광지'],     ,,강원특별자치도 양양군 현북면 하광정리 58-1,128.729141,38.022269,[18],3,하조대해수욕장 우측에 위치한 양양의 바다가 한눈에 내려다보이는 전망대입니다.,양양군
1828,동화마을수목원,4,"['자연', '관광지', '휴식', '아이', '풍경', '산책']",원주시 최초 공립수목원,,강원특별자치도 원주시 문막읍 동화리 산154-1,127.855337,37.313642,"[4, 7, 9, 12, 18]",2,"동화마을 수목원은 원주시에 최초로 설립된 공립수목원이며 수목유전자원의 증식 및 보전으로 녹색자원화기반 구축, 시민들의 보건휴양 및 정서 함양에 기여하고 시민여가 공간제공을 목적으로 설립되었다.",원주시
1829,월정사부도군,4,['관광지'],상원사 길목에 있는 공간,,강원특별자치도 평창군 진부면 동산리,128.58901,37.736037,[18],3,"부도는 승려의 무덤을 상징하여 그 유골이나 사리를 모셔두는 곳이다.<br>이 부도밭은 월정사에서 상원사로 가는 길의 전나무 숲속에 자리하고 있는데, 모두 22기에 이르는 부도들이 흩어져 있다.<br> 크기는 1～2m 내외의 그리 높지않은 체구로, 조선시대 중기 이후에 세웠을 것으로 추측된다.<br>운공성관(雲空性觀), 금성당(金聖堂) 등의 호를 가진 승려들의 사리를 모시고 있는 이 부도들은 낮은 받침위로 종모양의 탑몸돌을 올린 모습들이 대부분이나, 2층 기단(基壇)과 지붕돌을 갖춘 부도의 모습도 간혹 눈에 띈다.<br>",평창군
1833,잔교리해변,4,"['자연', '관광지', '휴식', '풍경', '힐링', '피서', '여름']",       매년 여름이면 다채로운 프로그램으로 구성된 축제가 열리는 아담한 해변,,강원특별자치도 양양군 현북면 잔교리,128.743375,37.99316,"[4, 7, 9, 14, 18]",3,,양양군
1834,터득골북샵,1,"['자연', '관광지', '음식', '휴식', '문화']",       숲 속의 작은 서점,영업시간 수~금 11:00 ~ 17:00,강원특별자치도 원주시 흥업면 대안리 1950-1 터득골북샵,127.872102,37.267934,[1],2,"터득골북샵은 강원도 원주시 흥업면 대안리에 위치해 있다. 200여 명이 함께 할 수 있는 야외공연장,산책로가 있으며, 각종 독서 모임, 강좌 등을 진행하고 있다. 터득골북샵에서는 '마음과 닿는 책' 을 지향하며 명상, 자연 등 마음과 삶을 다독이는 책을 주제로 삼고 있다.<br>",원주시
1835,수암리마애삼존불상,4,['관광지'],       통일신라 후기의 전통을 계승한 고려 초기의 작품,,강원특별자치도 원주시 소초면 수암리,127.987351,37.40925,[18],3,,원주시
1837,등광사,4,['관광지'],,,강원특별자치도 태백시 문곡동 49,129.00124,37.120228,[18],3,"태백산과 함백산을 잇는 등산로 중간에 자리하고 있다. 화방재 바로 근처이기도 하다. 등광사 근처에는 등산으로 유명한 함백산, 태백산, 장산이 있다. 운동화나 등산화를 신고 가는 것을 추천한다.

산으로 둘러싸여 있다 보니 올라가는 길이 가파르다. 그러나 함백산과 태백산이 대표적인 겨울철 산행지인 만큼 날을 잡고 등산 코스로 다녀오는 것도 나쁘지 않다. 특히나 함백산의 설경은 태백 8경에 해당하며 우리나라에서 신성시되는 산이기도 하다. 그래서 등광사 말고도 곳곳에 많은 절들이 있다. 

(출처 : 강원도청)",태백시
1838,봉포항어부횟집,4,['관광지'],       아늑하고 아름다운 항구,,강원특별자치도 고성군 토성면 봉포리 1-2 2층 어부횟집,128.566824,38.251924,[18],2,,고성군
1840,양양국제공항,4,['관광지'],       한국의 대표 휴양지 영동권의 거점 공항,,강원특별자치도 양양군 손양면 동호리 545 양양국제공항,128.663113,38.058708,[18],3,"양양국제공항과 양양고속시외버스터미널에서 각각 차로 5km 거리에 위치한 호텔이다. 동해대로 손양IC 가까이에 있어 조용하고 한적한 분위기다. 지하 1층, 지상 8층 규모의 호텔은 ‘내 집 같은 편안함’을 지향한다. 객실은 디럭스 더블, 디럭스 트리플, 디럭스 트윈, 패밀리 트윈 등 총 네 종류이고, 방 크기가 넓어 여유롭게 머물 수 있다. 객실당 조식은 2명까지 무료로 제공된다. 양양국제공항호텔의 또 다른 장점은 편의시설이 다양하다는 것이다. 무료 야외 바비큐장이 그 예다. 봄부터 늦가을까지 운영하는 야외 바비큐장에서 투숙객은 직접 재료를 준비해 바비큐를 즐길 수 있다. 바비큐 그릴과 숯은 호텔에서 대여해준다. 로비에 편의점과 카페는 물론, 한식당, 양식당, 뷔페 등 다양한 식당이 모여 있어 메뉴 선택의 폭이 넓다. 최대 250명까지 수용할 수 있는 컨퍼런스룸에서는 미팅, 세미나, 연회 등 다채로운 성격의 행사를 진행할 수 있다. 차로 10여 분 거리에 낙산해수욕장, 낙산사, 하조대 등 양양 대표 관광지가 모여 있다.<br>",양양군
1843,평창수항리사지,4,['관광지'],"1982년 11월, 강원특별자치도 기념물로 지정된 절터",,강원특별자치도 평창군 진부면 수항리 143-11,128.562654,37.565948,[18],3,,평창군
1844,강릉안목해맞이공원,4,"['관광지', '휴식', '아이', '힐링', '바다', '산책', '해변']",사계절 어느 때나 편안한 휴식을 즐길 수 있는 공원,,강원특별자치도 강릉시 견소동 287-6,128.945676,37.773839,"[2, 4, 7, 9, 12, 14, 18]",3,,강릉시
1845,상도문돌담마을,4,"['자연', '관광지', '휴식', '가족', '친구', '힐링']","잔잔하고 고즈넉한 마을속으로 걸어볼 수 있는, 상도문돌담마을",,강원특별자치도 속초시 도문동,128.554038,38.164049,"[4, 7, 9, 12, 18]",3,상도문 돌담마을은 설악산 자락에 형성된 500년 전통을 품은 유서 깊은 마을이다. 나지막한 한옥들과 단정하게 꾸민 옛집마다 전통을 지켜온 자부심이 스며들어 있다. 그래서인지 마을 안에는 집집마다 대문이 없다. 돌담마을은 뒤에 설악산이 자리하고 앞에는 쌍천이 흐르는 전형적인 배산임수 지형이다. 낮게 쌓아 올린 옛 돌담길이 마을 안에 미로처럼 이어져 있어 골목마다 걷는 재미를 느끼게 한다. 마치 무늬처럼 박혀 있는 돌들이 한 폭의 수묵화처럼 잔잔한 감동을 불러일으킨다. 돌담길에 꾸며진 돌담갤러리는 독특한 스톤아트를 감상하는 공간이다. 돌로 만든 개성 넘치는 작품들이 곳곳에 전시되어 있다. 둥근 돌에 철제 안경을 씌운 부엉이 가족과 작은 돌에 그려넣은 새와 강아지 등 둘러보는 재미가 있다. 이외에 조선 후기의 유학자 오윤환이 지었다는 소나무숲에 둘러싸인 학무정과 금강소나무 숲에 조성된 송림쉼터도 가볼 만하다. 상도문 돌담마을은 속초도문농요(강원무형문화재)의 발상지로 마을 주민들이 참여한 인형극 ‘도문사람들’도 공연된다.,속초시
1846,인구해수욕장,4,"['자연', '관광지', '휴식', '풍경', '피서', '바다', '여름', '해변']",홍대 부럽지않은 양양의 핫플레이스,,강원특별자치도 양양군 현남면,128.762657,37.968937,"[2, 4, 7, 9, 14, 18]",3,"강원도 양양군 현남면 인구리에 있는 해수욕장이다. 대나무가 울창한 섬, 죽도를 사이에 두고 북쪽이 죽도해수욕장이고, 남쪽이 인구해수욕장이다. 백사장이 넓고 조용한 편이다. 수심이 얕아 안전하게 해수욕을 즐길 수 있어 가족 단위 피서객이 많다. 얕은 수심 때문에 초보 서퍼들이 즐겨 찾는 서핑 명소가 됐다. 숙소와 서핑숍 등 서퍼를 위한 인프라가 잘 조성돼 있다. 모래사장에서 야영도 할 수 있어 서핑과 캠핑을 동시에 즐길 수 있다. 해변으로 스킨스쿠버 장소로도 각광받고 있다. 해안 도로가 생기면서 주변으로 카페와 맛집, 편의 시설들이 들어섰다. 인근에 죽도정 전망대와 인구항 등의 볼거리가 있고, 동산항에서는 바다낚시를 할 수 있다.<br><br>[주요시설&부대시설]<br>인구 해변<br>[체험프로그램]<br>서핑/수영<br>",양양군
1847,백두대간생태수목원,4,"['관광지', '웰니스']",자연이 살아숨쉬는 백두대간 생태수목원,영업시간 매일 09:30 ~ 17:30,강원특별자치도 정선군 임계면 임계리 산51,128.885367,37.551011,"[9, 18]",2,,정선군
1850,캔싱턴해변,4,"['자연', '관광지', '휴식', '풍경', '경치', '힐링']",넓고 긴 백사장과 맑은 바닷물이 명품인 해변,,강원특별자치도 고성군 토성면 봉포리 40,128.572,38.24396,"[4, 7, 9, 18]",3,,고성군
1851,잔교리해변주차장,4,"['자연', '관광지', '휴식', '힐링', '피서', '여름']",나만 알고 싶은 아담한 해변,,강원특별자치도 양양군 현북면 잔교리 4-4,128.742962,37.992867,"[4, 7, 9, 14, 18]",3,,양양군
1852,마추픽추,4,['관광지'],순하고 귀여운 알파카 보러오세요!,,강원특별자치도 평창군 봉평면 면온리 870-1,128.341605,37.573296,[18],2,"강원 평창군 봉평면에 위치한 마추픽추는 지구상에서 가장 순하고 귀여운 알파카와 함께하는 가족 체험평 카페다. 알파카는 남미에서 온 낙타과 동물로 순한 성격과 귀여운 외모가 아이들에게 사랑받는 동물이다. 알파카와 교감하며 먹이를 주고, 사진을 찍을 수 있어, 아이들과 함께 방문하여 좋은 추억을 만들어가기 좋다. 감성 가득한 체험 활동과 귀여운 알파카 굿즈도 구매할 수 있는 평창의 핫플레이스다.",평창군
1853,웰리힐리파크 워터플래닛,4,"['관광지', '아이', '물놀이', '힐링', '피서', '여름']",물의 행성에서 만나는 새로운 스릴과 즐거움이 가득한 곳,,강원특별자치도 횡성군 둔내면 두원리 204,128.252911,37.492079,"[7, 12, 14, 18]",3,"웰리힐리파크 워터플래닛는 강원도 횡성 무공해 청정 지대에 12,000평 규모의 지구에서 볼 수 없었던 물의 행성에서 만나는 새로운 스릴과 즐거움이 가득한 곳으로 물, 공기, 바람, 시설 모든것이 깨끗한 우주신상 워터파크다.  실내 존에서는 레이지리버, 바데풀, 버블키즈풀, 바디슬라이드 4종. 실외 존에는 익스트림존, 패밀리존, 만타존, 부메랑존, 웨이브존, 총 10종의 어트렉션 및 7개의 스파존이 있다. 또한 편의를 위한 다양한 부대시설과 휴식공간까지 잘 구비되어 있어 가족단위 관광객들에게 사랑받고 있는 워터파크다.<br>",횡성군
1855,추암조각공원,4,"['관광지', '공원', '동해']",강원도 동해시 추암동에 위치하고 있는 공원,,강원특별자치도 동해시 추암동 산72,129.156853,37.47991,"[2, 4, 9, 14, 18]",3,"강원도 동해시 추암동에 위치하고 있으며, 전국 최고의 해돋이 명소인 ‘추암촛대바위’와 연계된 조각공원으로 관광객을 위한 조각전시장과 야외무대 및 휴게시설 등을 갖추고 있다. 추암조각공원에는 평화의 도원, 새벽, 선원, 파도소리, 빛과 인간, 일출, 샌장, 회귀 등 상징적인 조형물이 세워져 있다. 또한, 애국의 뜻을 기리기 위해 설치한 6.25 한국전쟁 형제의 벽이 세워져 있다. ‘추암조각공원’의 산책로는 국내 제일의 일출 명소로 유명한 '추암촛대바위', ‘추암해수욕장’과 삼척 ‘이사부공원’까지 이어져있어 산책을 즐기며 아름다운 자연을 감상할 수 있다.

(출처 : 강원도청)",동해시
1857,낙산항,4,['관광지'],조용하고 작은 어촌 분위기가 물씬 풍기는 항구,,강원특별자치도 양양군 강현면 전진리 3-13,128.632481,38.122982,[18],3,"양양의 대표 해수욕장인 낙산 해수욕장 인근에 위치한 곳으로 조용하고 작은 어촌 분위기가 물씬 풍기는 항구다. 넓은 바다를 감상하며 싱싱한 횟감을 맛볼 수 있다는 것이 최대 장점이다. 
낙산항 바로 옆에는 해안 절벽에 자리 잡은 낙산사가 위치해 있고, 근처의 낙산 해수욕장은 70m까지 들어가도 수심이 1.5m밖에 되지 않는 안전한 곳으로 사시사철 여행객들이 붐빈다. 

(출처: 강원도청)",양양군
1858,삼척자연생태공원,4,"['자연', '관광지', '공원', '생태', '테마공원']",천년학 힐링타운으로도 불리우는 가족나들이 하기 좋은 곳,,강원특별자치도 삼척시 원덕읍 산양리 114-3,129.300682,37.141033,"[4, 9, 17, 18]",3,"삼척 원자력발전소 부근 산양마을에 위치한 자연 생태공원이다. 놀이공원, 식물 생태공원, 동물 생태공원, 두루미 생태공원, 테마공원, 어류 생태공원, 곤충 생태공원 등 다양하게 구성되어 있다. 넓은 부지 안에는 미루나무 길, 만남의 광장, 연꽃이 가득한 연못 등이 있고  토끼와 미어캣, 두루미 등 동물체험도 가능하다.  농특산물 판매장도 있어 가족 나들이로 인기가 많고 주차장 왼쪽에 있는 교육관에서 자전거를 무료로 대여할 수 있다.",삼척시
1862,춘천수변공원,4,"['관광지', '단풍', '공원']",     ,,강원특별자치도 춘천시 삼천동 200-9,127.699034,37.872475,"[4, 9, 15, 18]",3,,춘천시
1863,영랑호습지생태공원,4,['관광지'],가을철 은빛물결이 가득한 자연 생태 학습장,,강원특별자치도 속초시 장사동 418-16,128.569566,38.214002,[18],3,,속초시
1864,동산해수욕장,4,"['자연', '관광지', '휴식', '풍경', '경치', '피서', '바다', '여름']",노지캠핑과 서핑을 한번에 즐길 수 있는 조용한 해변,,강원특별자치도 양양군 현남면 동산리,128.75585,37.982811,"[2, 4, 7, 9, 14, 18]",3,,양양군
1865,설악해수욕장,4,['관광지'],양양의 절경 속에 녹아드는 해수욕장,,강원특별자치도 양양군 강현면,128.623342,38.129946,[18],3,"강원도 양양군 강현면 전진2리에 위치한 길이 1km, 폭 80m의 해수욕장이다. 여느 동해 해수욕장에 비해 수심이 얕고 조용하며, 백사장 모래가 고와 가족 단위 여행객이 많이 찾는다. 낙산해수욕장과 산 하나를 사이에 두고 이웃해 있는데 낙산사와 해수관음상이 바라다보일 정도다. 매년 7월 14일부터 8월 23일까지 해수욕장을 운영하며, 백사장 내 약 1,000㎡ 규모의 야영장과 편의시설이 위치한다. 인근에 유료 주차장이 있다. 속초와 양양에서 시내버스가 수시로 오가고, 7번 국도변에 있어 교통이 편리하다. 해수욕장 바로 앞에 있는 활어 판매장에서 싱싱한 회를 맛볼 수 있다. 방파제에서는 연중 바다낚시를 즐길 수 있다. 인근 관광지로 낙산사, 낙산항, 하도재, 오색온천 등의 관광지가 있다.<br><br>[주요시설&부대시설]<br>설악해변<br><br>[체험프로그램]<br>해변 산책, 물놀이<br>",양양군
